customer_id,customer_name,age,gender,city,area,preferred_cuisine,avg_monthly_orders,is_premium_user,joined_year
C11243,Rahul Bhatia,18,Female,Hyderabad,Kukatpally,North Indian,2,False,2018
C11244,Vivek Reddy,33,Female,Bangalore,Hebbal,Chinese,4,False,2022
C11245,Lakshmi Gupta,31,Female,Kolkata,Jadavpur,North Indian,19,False,2019
C11246,Pallavi Yadav,24,Male,Bangalore,Hebbal,Mughlai,1,True,2020
C11247,Vikas Patil,33,Female,Hyderabad,Secunderabad,Tandoor,7,True,2021
C11248,Mohit Kulkarni,30,Male,Hyderabad,Begumpet,Mughlai,1,False,2018
C11249,Sneha Patil,44,Female,Hyderabad,Kondapur,Tandoor,1,True,2023
C11250,Rekha Gupta,28,Male,Mumbai,Kandivali,South Indian,5,False,2021
C11251,Aarav Chatterjee,22,Female,Hyderabad,HITEC City,South Indian,4,False,2017
C11252,Bhavna Kapoor,33,Female,Hyderabad,Mehdipatnam,Street Food,7,False,2020
C11253,Nisha Desai,27,Female,Mumbai,Kurla,South Indian,1,False,2017
C11254,Alok Agarwal,29,Male,Mumbai,Lower Parel,Street Food,2,False,2018
C11255,Rahul Chatterjee,19,Female,Mumbai,Worli,South Indian,1,False,2020
C11256,Isha Tiwari,34,Female,Kolkata,New Town,Continental,9,False,2017
C11257,Swati Sen,26,Male,Hyderabad,Secunderabad,Biryani,2,True,2017
C11258,Vishal Khanna,32,Female,Hyderabad,Secunderabad,South Indian,1,False,2019
C11259,Kiran Rao,46,Female,Chennai,Vadapalani,Seafood,1,False,2023
C11260,Rahul Sharma,28,Female,Bangalore,Electronic City,North Indian,1,False,2020
C11261,Kunal Mehta,35,Male,Mumbai,Andheri West,North Indian,24,False,2021
C11262,Deepak Pandey,28,Male,Bangalore,Sarjapur Road,South Indian,1,False,2023
C11263,Ashish Kumar,24,Female,Pune,Viman Nagar,North Indian,2,False,2017
C11264,Manish Mehra,40,Female,Bangalore,MG Road,South Indian,7,True,2021
C11265,Neha Shetty,18,Female,Bangalore,Hebbal,Chinese,7,False,2023
C11266,Manish Shetty,38,Male,Mumbai,Borivali,South Indian,1,False,2020
C11267,Gaurav Kapoor,18,Female,Pune,Viman Nagar,Chinese,5,False,2023
C11268,Manish Pillai,37,Male,Bangalore,Koramangala,Bengali,1,False,2022
C11269,Ashish Reddy,30,Female,Pune,FC Road,South Indian,1,False,2017
C11270,Gaurav Iyer,22,Female,Delhi,Vasant Kunj,North Indian,1,True,2017
C11271,Tarun Rao,26,Female,Bangalore,Yelahanka,North Indian,15,True,2017
C11272,Harish Dubey,35,Female,Delhi,Lajpat Nagar,Mughlai,4,True,2020
C11273,Divya Bhat,45,Female,Delhi,South Extension,Fast Food,3,False,2022
C11274,Sunita Joshi,18,Male,Hyderabad,Kondapur,South Indian,7,False,2022
C11275,Suresh Patel,22,Female,Pune,Shivajinagar,Maharashtrian,11,False,2020
C11276,Simran Deshpande,19,Male,Chennai,Mylapore,Seafood,14,True,2023
C11277,Tarun Shah,28,Female,Delhi,Dwarka,Fast Food,7,False,2022
C11278,Nikhil Malhotra,37,Female,Bangalore,Yelahanka,South Indian,3,False,2018
C11279,Siddharth Srivastava,18,Male,Hyderabad,Kondapur,Biryani,4,False,2020
C11280,Sachin Patel,29,Female,Hyderabad,Miyapur,North Indian,1,False,2022
C11281,Rekha Chawla,37,Female,Chennai,Chromepet,Biryani,1,False,2020
C11282,Kunal Chopra,26,Female,Bangalore,JP Nagar,Biryani,1,False,2022
C11283,Rahul Sharma,18,Male,Delhi,Rohini,North Indian,8,True,2022
C11284,Sunita Das,31,Female,Delhi,Janakpuri,Mughlai,9,False,2021
C11285,Pooja Gupta,39,Female,Hyderabad,Jubilee Hills,Maharashtrian,7,False,2017
C11286,Suresh Das,21,Female,Hyderabad,Ameerpet,Tandoor,5,True,2021
C11287,Sneha Sen,18,Female,Bangalore,Electronic City,Chinese,2,False,2019
C11288,Ananya Kapoor,32,Female,Hyderabad,Somajiguda,North Indian,1,False,2017
C11289,Rahul Deshpande,32,Female,Chennai,T Nagar,North Indian,1,False,2021
C11290,Arjun Mishra,26,Male,Bangalore,Malleshwaram,Biryani,2,False,2017
C11291,Ashish Agarwal,24,Male,Chennai,Chromepet,Chinese,18,False,2020
C11292,Nikhil Singh,30,Female,Bangalore,BTM Layout,North Indian,1,False,2023
C11293,Vikas Banerjee,21,Female,Hyderabad,Banjara Hills,Biryani,1,False,2018
C11294,Anjali Kulkarni,21,Male,Kolkata,Dum Dum,Chinese,1,False,2019
C11295,Arjun Mishra,35,Male,Bangalore,Indiranagar,Continental,6,False,2017
C11296,Pooja Bose,20,Male,Delhi,South Extension,Chinese,9,False,2019
C11297,Vishal Deshpande,18,Female,Kolkata,Jadavpur,Street Food,1,False,2020
C11298,Shreya Shah,24,Male,Mumbai,Goregaon,Street Food,6,False,2019
C11299,Harish Pandey,26,Female,Kolkata,Salt Lake,Mughlai,2,False,2022
C11300,Ashish Shetty,33,Female,Pune,Kalyani Nagar,Fast Food,11,False,2017
C11301,Rekha Patel,25,Female,Bangalore,Indiranagar,Biryani,4,False,2022
C11302,Pooja Bhat,41,Female,Delhi,Greater Kailash,Chinese,5,False,2017
C11303,Bhavna Patil,30,Female,Pune,Baner,South Indian,6,False,2021
C11304,Shreya Kapoor,23,Female,Mumbai,Andheri West,South Indian,1,False,2022
C11305,Preeti Reddy,33,Male,Hyderabad,Begumpet,North Indian,15,False,2019
C11306,Mohit Tiwari,41,Male,Mumbai,Worli,Street Food,1,True,2020
C11307,Ravi Deshpande,35,Male,Bangalore,Koramangala,South Indian,1,False,2019
C11308,Amit Das,18,Female,Pune,Hadapsar,Chinese,6,False,2020
C11309,Manish Sen,26,Female,Mumbai,Worli,South Indian,3,False,2022
C11310,Mohit Chatterjee,32,Male,Bangalore,Hebbal,Continental,3,False,2017
C11311,Isha Das,34,Male,Mumbai,Andheri West,Pizza,8,False,2020
C11312,Manish Iyer,28,Female,Mumbai,Santacruz,North Indian,5,False,2021
C11313,Aarav Bhatia,27,Female,Hyderabad,HITEC City,Italian,12,False,2018
C11314,Manish Shetty,44,Female,Kolkata,Ballygunge,Bengali,5,False,2019
C11315,Harish Saxena,35,Male,Pune,Kothrud,South Indian,1,False,2023
C11316,Ravi Nair,33,Female,Hyderabad,Kukatpally,Street Food,8,True,2022
C11317,Varun Ghosh,25,Female,Mumbai,Borivali,Chinese,2,True,2019
C11318,Pooja Sharma,21,Female,Bangalore,Yelahanka,Continental,19,False,2019
C11319,Kavya Pillai,33,Female,Bangalore,JP Nagar,Biryani,6,True,2018
C11320,Pallavi Malhotra,36,Female,Delhi,Rohini,North Indian,4,False,2019
C11321,Rekha Shah,29,Male,Hyderabad,Secunderabad,North Indian,2,False,2022
C11322,Vishal Banerjee,35,Male,Mumbai,Versova,North Indian,1,False,2019
C11323,Rahul Nair,35,Male,Bangalore,Whitefield,South Indian,2,False,2017
C11324,Anjali Deshpande,36,Female,Delhi,Dwarka,Chinese,1,False,2021
C11325,Sanjay Rao,18,Male,Hyderabad,Miyapur,Street Food,6,False,2023
C11326,Aditya Bose,27,Male,Delhi,Lajpat Nagar,Fast Food,8,True,2022
C11327,Shreya Agarwal,34,Male,Bangalore,Electronic City,Italian,1,True,2023
C11328,Puja Saxena,30,Female,Kolkata,Salt Lake,Bengali,3,False,2020
C11329,Rohan Dubey,35,Male,Pune,Kalyani Nagar,Chinese,1,False,2018
C11330,Lakshmi Pillai,33,Female,Hyderabad,Banjara Hills,North Indian,8,False,2018
C11331,Swati Rathore,18,Female,Bangalore,Hebbal,Chinese,1,False,2018
C11332,Sachin Mishra,38,Male,Hyderabad,Madhapur,North Indian,10,False,2020
C11333,Vikas Hegde,26,Male,Pune,Aundh,North Indian,1,False,2021
C11334,Deepak Desai,23,Female,Hyderabad,Kukatpally,Italian,10,False,2021
C11335,Isha Mehta,38,Female,Mumbai,Lower Parel,Seafood,1,False,2018
C11336,Sneha Joshi,34,Male,Mumbai,Lower Parel,Chinese,4,False,2020
C11337,Ravi Bhat,39,Male,Bangalore,JP Nagar,Biryani,11,True,2018
C11338,Kunal Hegde,32,Female,Mumbai,Lower Parel,Seafood,1,False,2021
C11339,Kunal Chawla,27,Female,Bangalore,HSR Layout,North Indian,3,True,2018
C11340,Aarav Verma,31,Male,Hyderabad,Dilsukhnagar,Street Food,1,False,2023
C11341,Vivek Naik,21,Female,Bangalore,Yelahanka,Continental,4,False,2019
C11342,Gaurav Shah,19,Female,Hyderabad,LB Nagar,Tandoor,2,False,2023
C11343,Meera Deshpande,24,Female,Delhi,Pitampura,Street Food,1,False,2019
C11344,Anjali Yadav,42,Female,Pune,Hadapsar,South Indian,7,False,2021
C11345,Shreya Chawla,25,Male,Bangalore,HSR Layout,Chinese,5,False,2020
C11346,Sachin Kulkarni,18,Male,Mumbai,Worli,North Indian,2,True,2020
C11347,Pallavi Bhatia,28,Female,Pune,Kharadi,Pizza,14,False,2020
C11348,Sneha Malhotra,25,Male,Bangalore,Jayanagar,South Indian,5,False,2019
C11349,Vikas Ghosh,38,Male,Chennai,OMR,Biryani,1,True,2023
C11350,Neha Hegde,41,Male,Delhi,Connaught Place,Street Food,2,False,2022
C11351,Kavya Chopra,26,Female,Delhi,Janakpuri,Street Food,1,False,2018
C11352,Preeti Srivastava,32,Female,Delhi,Karol Bagh,North Indian,1,True,2022
C11353,Neha Banerjee,32,Male,Delhi,Vasant Kunj,Street Food,1,False,2022
C11354,Divya Dubey,29,Male,Delhi,Pitampura,Chinese,3,False,2021
C11355,Alok Kumar,28,Male,Chennai,ECR,Chinese,6,False,2019
C11356,Vishal Kapoor,22,Male,Mumbai,Colaba,South Indian,6,False,2021
C11357,Anjali Shah,18,Male,Mumbai,Versova,Mughlai,2,False,2021
C11358,Ashish Dubey,22,Male,Pune,Baner,South Indian,1,False,2023
C11359,Vivek Pillai,29,Female,Hyderabad,Miyapur,Seafood,1,False,2023
C11360,Rahul Pandey,18,Female,Bangalore,Indiranagar,North Indian,1,False,2023
C11361,Shreya Mishra,31,Male,Chennai,Guindy,Chinese,4,True,2022
C11362,Suresh Sharma,30,Female,Delhi,Dwarka,Biryani,1,True,2019
C11363,Vivek Singh,25,Female,Bangalore,Whitefield,South Indian,4,False,2020
C11364,Isha Nair,27,Female,Hyderabad,Secunderabad,North Indian,4,True,2020
C11365,Suresh Yadav,19,Male,Delhi,Nehru Place,Pizza,1,False,2019
C11366,Mohit Shah,36,Female,Delhi,Hauz Khas,North Indian,16,False,2023
C11367,Varun Verma,36,Female,Chennai,Anna Nagar,Street Food,6,False,2017
C11368,Nikhil Ghosh,20,Male,Kolkata,Tollygunge,Street Food,4,False,2020
C11369,Ananya Saxena,21,Male,Bangalore,Jayanagar,Continental,4,False,2021
C11370,Divya Nair,22,Male,Delhi,Khan Market,Street Food,10,True,2018
C11371,Manish Khanna,34,Female,Mumbai,Versova,Chinese,1,True,2020
C11372,Priya Yadav,32,Female,Bangalore,Malleshwaram,Continental,4,True,2017
C11373,Rajesh Yadav,38,Female,Bangalore,HSR Layout,Continental,2,False,2020
C11374,Meera Joshi,39,Male,Chennai,T Nagar,South Indian,1,False,2021
C11375,Harish Deshpande,18,Male,Kolkata,Dum Dum,Continental,2,False,2018
C11376,Divya Patil,34,Male,Delhi,Lajpat Nagar,Fast Food,15,False,2020
C11377,Kunal Patel,38,Female,Kolkata,Esplanade,Bengali,1,False,2019
C11378,Pallavi Desai,27,Female,Mumbai,Kandivali,Chinese,5,False,2022
C11379,Deepak Chawla,29,Female,Bangalore,MG Road,Pizza,1,False,2019
C11380,Gaurav Srivastava,28,Female,Bangalore,Sarjapur Road,Chinese,6,True,2020
C11381,Rohan Hegde,28,Female,Kolkata,Shyambazar,Seafood,1,False,2021
C11382,Anjali Shetty,36,Male,Hyderabad,Dilsukhnagar,North Indian,2,False,2022
C11383,Aditya Patil,43,Male,Delhi,Rohini,Street Food,5,False,2018
C11384,Puja Chawla,41,Female,Bangalore,Electronic City,North Indian,1,False,2023
C11385,Anjali Patel,25,Female,Delhi,Rohini,Fast Food,1,False,2021
C11386,Ananya Agarwal,32,Female,Mumbai,Lower Parel,North Indian,10,False,2021
C11387,Aditya Joshi,23,Female,Mumbai,Colaba,Chinese,1,True,2022
C11388,Rahul Rathore,24,Male,Delhi,Janakpuri,Chinese,1,False,2021
C11389,Rajesh Hegde,29,Male,Delhi,Lajpat Nagar,North Indian,6,True,2022
C11390,Harish Bhat,24,Male,Bangalore,Hebbal,Chinese,4,False,2018
C11391,Tarun Mehta,25,Male,Bangalore,Hebbal,South Indian,15,False,2023
C11392,Ashish Mishra,31,Male,Bangalore,Marathahalli,Continental,9,False,2019
C11393,Ritika Chawla,33,Female,Delhi,Dwarka,Mughlai,13,False,2019
C11394,Rajesh Srivastava,33,Male,Hyderabad,HITEC City,North Indian,3,True,2020
C11395,Ravi Tiwari,33,Female,Bangalore,Jayanagar,North Indian,6,False,2020
C11396,Rohan Gupta,20,Female,Pune,Koregaon Park,Fast Food,6,False,2019
C11397,Siddharth Kapoor,23,Female,Bangalore,Jayanagar,South Indian,2,False,2022
C11398,Manish Gupta,30,Male,Mumbai,Kurla,Street Food,12,False,2017
C11399,Vishal Bhatia,38,Female,Hyderabad,Banjara Hills,South Indian,1,False,2018
C11400,Mohit Joshi,48,Male,Kolkata,Alipore,North Indian,2,True,2020
C11401,Suresh Sharma,32,Male,Delhi,Khan Market,North Indian,7,False,2021
C11402,Aarav Ghosh,35,Male,Hyderabad,Jubilee Hills,North Indian,3,True,2021
C11403,Harish Dubey,19,Female,Mumbai,Worli,Desserts & Beverages,6,False,2017
C11404,Isha Pandey,35,Female,Delhi,Khan Market,Mughlai,2,False,2018
C11405,Ashish Singh,45,Female,Mumbai,Santacruz,Seafood,13,True,2023
C11406,Alok Iyer,23,Male,Bangalore,Whitefield,North Indian,1,True,2020
C11407,Harish Deshpande,25,Male,Kolkata,Lake Town,Bengali,2,False,2023
C11408,Sneha Mehra,36,Male,Delhi,Karol Bagh,North Indian,1,False,2019
C11409,Sunita Ghosh,30,Male,Hyderabad,Begumpet,North Indian,1,True,2017
C11410,Vishal Shah,18,Male,Hyderabad,Ameerpet,Chinese,3,True,2018
C11411,Nikhil Dubey,26,Female,Pune,Hadapsar,North Indian,5,False,2017
C11412,Simran Kulkarni,41,Male,Mumbai,Dadar,South Indian,1,True,2023
C11413,Gaurav Rao,27,Male,Delhi,Lajpat Nagar,Chinese,1,True,2021
C11414,Manish Kapoor,27,Female,Pune,Kharadi,Maharashtrian,1,False,2021
C11415,Gaurav Iyer,36,Female,Mumbai,Bandra West,North Indian,8,False,2022
C11416,Isha Kapoor,32,Male,Bangalore,Malleshwaram,North Indian,5,False,2017
C11417,Vivek Iyer,27,Male,Mumbai,Andheri West,Seafood,1,False,2017
C11418,Preeti Chauhan,25,Female,Hyderabad,LB Nagar,North Indian,1,True,2018
C11419,Sanjay Rao,53,Male,Bangalore,HSR Layout,North Indian,2,False,2021
C11420,Amit Nair,39,Female,Bangalore,Jayanagar,Chinese,2,False,2021
C11421,Rekha Chatterjee,33,Female,Delhi,South Extension,Mughlai,1,False,2021
C11422,Sanjay Rathore,34,Female,Delhi,Karol Bagh,Street Food,12,False,2022
C11423,Gaurav Singh,28,Male,Delhi,Rajouri Garden,Chinese,2,False,2023
C11424,Pallavi Bhatia,32,Male,Delhi,Greater Kailash,Fast Food,3,False,2022
C11425,Priya Bhat,28,Female,Kolkata,Garia,Seafood,4,False,2018
C11426,Pallavi Chatterjee,23,Male,Delhi,Dwarka,Mughlai,3,False,2019
C11427,Varun Nair,32,Male,Delhi,Dwarka,Italian,5,False,2018
C11428,Nikhil Pillai,27,Male,Delhi,Khan Market,Street Food,9,False,2023
C11429,Arjun Agarwal,33,Male,Kolkata,Dum Dum,Maharashtrian,2,False,2020
C11430,Divya Jain,34,Male,Kolkata,Shyambazar,Bengali,4,False,2023
C11431,Sunita Joshi,33,Male,Chennai,Anna Nagar,Biryani,1,False,2018
C11432,Nisha Shah,22,Female,Hyderabad,Gachibowli,Biryani,5,False,2021
C11433,Swati Shah,26,Female,Mumbai,Juhu,Street Food,1,True,2018
C11434,Nikhil Chauhan,27,Male,Hyderabad,Ameerpet,South Indian,1,False,2017
C11435,Kunal Sen,37,Male,Mumbai,Worli,Seafood,3,False,2020
C11436,Sunita Agarwal,37,Male,Pune,Magarpatta,Chinese,1,False,2018
C11437,Suresh Jain,24,Male,Bangalore,HSR Layout,Continental,1,True,2019
C11438,Neha Patel,19,Male,Hyderabad,Banjara Hills,Street Food,1,False,2018
C11439,Kunal Joshi,49,Female,Chennai,Chromepet,North Indian,1,True,2022
C11440,Amit Yadav,33,Female,Delhi,Karol Bagh,Street Food,1,False,2023
C11441,Ravi Shah,18,Male,Delhi,Janakpuri,Chinese,1,True,2022
C11442,Ritika Pandey,25,Female,Mumbai,Malad West,Chinese,16,False,2020
C11443,Tanvi Chauhan,38,Female,Bangalore,Jayanagar,Continental,2,False,2017
C11444,Meera Rathore,46,Female,Mumbai,Kurla,Seafood,2,False,2018
C11445,Divya Bose,44,Male,Mumbai,Kandivali,North Indian,6,False,2020
C11446,Vikas Reddy,33,Male,Pune,Shivajinagar,Chinese,1,True,2020
C11447,Varun Mishra,18,Female,Bangalore,Hebbal,Chinese,10,False,2021
C11448,Simran Bhatia,30,Male,Pune,Kothrud,North Indian,4,True,2022
C11449,Sanjay Patil,21,Male,Delhi,Nehru Place,Mughlai,4,False,2023
C11450,Priya Rathore,30,Female,Hyderabad,Begumpet,Biryani,1,False,2020
C11451,Kunal Yadav,22,Male,Mumbai,Lower Parel,Seafood,5,False,2017
C11452,Ashish Bhat,26,Female,Bangalore,Jayanagar,Chinese,1,True,2019
C11453,Tarun Joshi,36,Male,Delhi,Janakpuri,Fast Food,1,False,2018
C11454,Sanjay Sen,28,Female,Mumbai,Kandivali,Chinese,3,False,2023
C11455,Sanjay Dubey,27,Female,Mumbai,Bandra West,South Indian,7,False,2022
C11456,Sneha Sharma,29,Female,Mumbai,Andheri West,North Indian,1,False,2021
C11457,Ritika Patil,50,Male,Hyderabad,Somajiguda,Tandoor,4,False,2021
C11458,Siddharth Naik,21,Female,Chennai,Perambur,South Indian,5,False,2020
C11459,Anjali Patil,32,Male,Hyderabad,Somajiguda,Bengali,9,False,2018
C11460,Puja Khanna,44,Male,Mumbai,Powai,Italian,8,False,2022
C11461,Aditya Bose,29,Male,Mumbai,Goregaon,Chinese,2,False,2023
C11462,Ananya Pandey,39,Male,Hyderabad,Mehdipatnam,North Indian,7,True,2021
C11463,Kiran Iyer,19,Male,Hyderabad,Jubilee Hills,Chinese,9,False,2017
C11464,Gaurav Dubey,28,Male,Pune,Wakad,North Indian,10,True,2023
C11465,Mohit Naik,23,Female,Hyderabad,Miyapur,Maharashtrian,2,True,2023
C11466,Simran Hegde,29,Female,Hyderabad,Jubilee Hills,South Indian,8,False,2018
C11467,Meera Chatterjee,29,Female,Chennai,Adyar,North Indian,1,True,2022
C11468,Vishal Reddy,30,Female,Pune,Shivajinagar,Fast Food,10,True,2017
C11469,Sunita Shetty,36,Female,Mumbai,Andheri West,North Indian,17,True,2023
C11470,Meera Kumar,18,Female,Kolkata,Tollygunge,Chinese,1,False,2018
C11471,Pallavi Bhatia,25,Male,Chennai,Mylapore,Seafood,2,False,2021
C11472,Arjun Dubey,31,Female,Delhi,Saket,North Indian,8,False,2018
C11473,Meera Kumar,18,Male,Chennai,Porur,Maharashtrian,1,False,2017
C11474,Aditya Bhat,34,Female,Delhi,Rajouri Garden,Chinese,2,False,2018
C11475,Nisha Yadav,25,Male,Delhi,Janakpuri,South Indian,2,False,2018
C11476,Alok Saxena,28,Female,Mumbai,Juhu,Seafood,3,False,2018
C11477,Gaurav Naik,37,Male,Bangalore,Jayanagar,Biryani,6,False,2020
C11478,Isha Kapoor,40,Male,Bangalore,BTM Layout,Continental,1,False,2022
C11479,Vivek Kumar,35,Female,Mumbai,Colaba,South Indian,3,False,2022
C11480,Nikhil Sharma,20,Male,Delhi,Connaught Place,Chinese,1,True,2020
C11481,Rohan Chopra,34,Male,Mumbai,Lower Parel,Maharashtrian,3,False,2021
C11482,Harish Iyer,35,Female,Mumbai,Bandra West,Chinese,1,True,2020
C11483,Lakshmi Rao,33,Male,Bangalore,HSR Layout,Pizza,7,False,2019
C11484,Sunita Deshpande,41,Female,Delhi,Rajouri Garden,Fast Food,6,False,2022
C11485,Vishal Srivastava,30,Male,Bangalore,Marathahalli,Continental,1,True,2018
C11486,Simran Das,41,Male,Pune,Camp,North Indian,5,False,2020
C11487,Sneha Mehta,41,Female,Mumbai,Malad West,Street Food,1,True,2021
C11488,Lakshmi Dubey,35,Female,Delhi,Rohini,Street Food,1,False,2021
C11489,Nisha Chatterjee,32,Male,Kolkata,Shyambazar,North Indian,11,True,2018
C11490,Isha Kumar,33,Female,Bangalore,Sarjapur Road,South Indian,7,True,2020
C11491,Ashish Saxena,43,Male,Hyderabad,Secunderabad,Street Food,10,False,2020
C11492,Alok Shah,38,Female,Mumbai,Borivali,Chinese,4,True,2023
C11493,Sunita Singh,21,Female,Delhi,Greater Kailash,Desserts & Beverages,3,False,2017
C11494,Puja Kulkarni,33,Male,Mumbai,Lower Parel,North Indian,6,False,2021
C11495,Kavya Patel,23,Female,Hyderabad,Dilsukhnagar,Tandoor,1,True,2022
C11496,Deepak Shah,24,Male,Bangalore,HSR Layout,North Indian,1,False,2018
C11497,Sanjay Dubey,27,Female,Bangalore,Jayanagar,South Indian,11,False,2023
C11498,Amit Banerjee,18,Female,Bangalore,Sarjapur Road,Continental,3,False,2021
C11499,Alok Kapoor,22,Female,Bangalore,Bellandur,North Indian,8,True,2021
C11500,Harish Chopra,42,Female,Mumbai,Malad West,South Indian,5,False,2017
C11501,Arjun Deshpande,24,Female,Hyderabad,Mehdipatnam,South Indian,5,False,2018
C11502,Rekha Nair,36,Female,Bangalore,JP Nagar,Continental,1,False,2022
C11503,Vivek Desai,31,Male,Mumbai,Santacruz,South Indian,1,False,2018
C11504,Puja Banerjee,34,Male,Bangalore,JP Nagar,South Indian,1,False,2022
C11505,Suresh Tiwari,34,Male,Bangalore,Whitefield,Fast Food,1,False,2023
C11506,Amit Tiwari,22,Female,Kolkata,Park Street,North Indian,4,False,2021
C11507,Pallavi Mehta,36,Male,Bangalore,BTM Layout,North Indian,8,False,2019
C11508,Sunita Khanna,20,Male,Pune,JM Road,Chinese,7,False,2020
C11509,Nisha Joshi,24,Female,Pune,Wakad,Maharashtrian,1,False,2018
C11510,Swati Iyer,34,Female,Mumbai,Bandra West,Street Food,6,True,2020
C11511,Preeti Desai,21,Female,Mumbai,Santacruz,Chinese,1,True,2023
C11512,Swati Kapoor,18,Female,Bangalore,Koramangala,Chinese,1,False,2017
C11513,Rajesh Iyer,32,Female,Pune,Kothrud,Chinese,1,False,2023
C11514,Vivek Joshi,18,Male,Hyderabad,Miyapur,Biryani,5,True,2021
C11515,Rahul Joshi,35,Female,Chennai,Tambaram,Chinese,10,False,2017
C11516,Ravi Patil,27,Male,Delhi,Connaught Place,Chinese,1,False,2022
C11517,Siddharth Bhatia,32,Male,Bangalore,Electronic City,Tandoor,1,False,2023
C11518,Kavya Banerjee,32,Male,Delhi,Rajouri Garden,Chinese,4,False,2017
C11519,Nisha Chawla,36,Male,Mumbai,Borivali,Chinese,9,False,2020
C11520,Vishal Rathore,34,Male,Pune,Viman Nagar,Fast Food,25,False,2019
C11521,Kiran Das,21,Male,Chennai,Guindy,Chinese,1,False,2022
C11522,Neha Bhatia,28,Male,Delhi,Connaught Place,Italian,2,True,2022
C11523,Arjun Khanna,32,Male,Delhi,Dwarka,Street Food,1,False,2018
C11524,Divya Tiwari,41,Female,Pune,Kothrud,Maharashtrian,5,False,2023
C11525,Shreya Saxena,34,Male,Delhi,Khan Market,Fast Food,7,False,2022
C11526,Neha Rao,40,Female,Delhi,Khan Market,North Indian,1,False,2022
C11527,Isha Bhatia,33,Male,Hyderabad,Gachibowli,Street Food,4,True,2017
C11528,Preeti Chawla,38,Female,Chennai,OMR,Biryani,4,False,2022
C11529,Ashish Kumar,31,Male,Chennai,Perambur,North Indian,4,False,2023
C11530,Kiran Singh,38,Female,Bangalore,Electronic City,South Indian,23,False,2019
C11531,Deepak Tiwari,27,Male,Delhi,Rohini,Street Food,6,True,2023
C11532,Simran Khanna,42,Female,Delhi,Lajpat Nagar,Bengali,2,True,2017
C11533,Sanjay Verma,33,Female,Bangalore,Malleshwaram,Continental,13,False,2017
C11534,Siddharth Joshi,18,Female,Mumbai,Bandra West,Pizza,13,False,2020
C11535,Shreya Chauhan,32,Female,Hyderabad,Mehdipatnam,South Indian,1,False,2019
C11536,Neha Iyer,18,Female,Mumbai,Versova,South Indian,25,False,2020
C11537,Aditya Deshpande,35,Female,Pune,FC Road,Chinese,4,False,2019
C11538,Rohan Reddy,37,Female,Delhi,Hauz Khas,Tandoor,1,False,2023
C11539,Ashish Tiwari,45,Male,Mumbai,Dadar,Chinese,5,False,2022
C11540,Sunita Kulkarni,25,Female,Mumbai,Worli,South Indian,2,False,2020
C11541,Meera Rao,45,Male,Hyderabad,Secunderabad,Biryani,5,True,2022
C11542,Pallavi Rathore,30,Female,Delhi,Nehru Place,Chinese,5,False,2022
C11543,Ravi Saxena,24,Male,Hyderabad,Kondapur,South Indian,5,False,2018
C11544,Ritika Sharma,26,Female,Chennai,Chromepet,South Indian,4,False,2022
C11545,Aarav Khanna,34,Male,Mumbai,Lower Parel,Chinese,3,True,2021
C11546,Simran Tiwari,22,Female,Mumbai,Lower Parel,Street Food,5,False,2022
C11547,Aarav Nair,27,Male,Hyderabad,Banjara Hills,Street Food,1,False,2022
C11548,Divya Srivastava,32,Female,Pune,Aundh,Fast Food,7,False,2021
C11549,Anjali Kumar,42,Female,Mumbai,Goregaon,North Indian,9,False,2020
C11550,Ashish Mishra,36,Male,Pune,Magarpatta,Fast Food,8,False,2019
C11551,Simran Das,30,Female,Mumbai,Juhu,Seafood,3,True,2020
C11552,Alok Bhat,34,Female,Chennai,ECR,North Indian,2,False,2021
C11553,Preeti Yadav,31,Male,Chennai,Perambur,South Indian,1,False,2022
C11554,Amit Banerjee,20,Male,Hyderabad,LB Nagar,Biryani,12,True,2019
C11555,Nikhil Patel,44,Male,Pune,Aundh,South Indian,2,False,2019
C11556,Tarun Mishra,42,Female,Delhi,Saket,North Indian,1,False,2023
C11557,Deepak Tiwari,29,Female,Bangalore,Hebbal,Continental,1,False,2017
C11558,Neha Bhat,26,Male,Mumbai,Malad West,Seafood,4,False,2022
C11559,Harish Desai,20,Male,Chennai,Anna Nagar,Biryani,9,False,2023
C11560,Arjun Kapoor,34,Male,Bangalore,Malleshwaram,Maharashtrian,10,False,2019
C11561,Rekha Pillai,35,Female,Delhi,Khan Market,Street Food,1,False,2023
C11562,Meera Bhat,23,Male,Delhi,South Extension,North Indian,8,False,2017
C11563,Sunita Kumar,32,Female,Delhi,Khan Market,Mughlai,18,False,2023
C11564,Alok Rathore,36,Female,Kolkata,Park Street,North Indian,3,True,2020
C11565,Tanvi Srivastava,25,Female,Mumbai,Versova,Chinese,18,False,2022
C11566,Varun Mehta,28,Female,Hyderabad,Begumpet,Biryani,8,True,2021
C11567,Bhavna Bhatia,28,Male,Mumbai,Bandra West,Seafood,1,False,2019
C11568,Gaurav Dubey,24,Male,Delhi,Hauz Khas,North Indian,1,False,2019
C11569,Priya Hegde,28,Female,Kolkata,Dum Dum,Bengali,1,False,2019
C11570,Amit Ghosh,18,Female,Bangalore,Hebbal,Maharashtrian,1,False,2020
C11571,Kunal Desai,27,Male,Delhi,Saket,Chinese,18,False,2018
C11572,Alok Patil,28,Female,Bangalore,Indiranagar,South Indian,7,False,2020
